event_id	state_confidence	state	artifact_risk	artifact_reason
CCNY:chr1:1275000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
NFKB1:chr1:1280000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
FOSB:chr1:1285000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PRMT2:chr1:1290000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
ANXA1:chr1:1295000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
USP25:chr1:1300000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
ARHGAP25:chr1:1305000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
RAPGEF6:chr1:1310000_chr1:1307786-1308731_promoter	1.0	chromatin_primed	low	
CUX1:chr1:1315000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
SMG1:chr1:1320000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
GNAI2:chr1:1325000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
JARID2:chr1:1330000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
DOCK11:chr1:1335000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
AP3B1:chr1:1340000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
TMA7:chr1:1345000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
WAC:chr1:1350000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
AHNAK:chr1:1355000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PRKCA:chr1:1360000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PCNX1:chr1:1365000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CAMK2D:chr1:1370000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CAMK2D:chr1:1370000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NLRC5:chr1:1375000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
NLRC5:chr1:1375000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CREBBP:chr1:1380000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CREBBP:chr1:1380000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SIPA1L1:chr1:1385000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
SIPA1L1:chr1:1385000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
WSB1:chr1:1390000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
WSB1:chr1:1390000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
DYRK1A:chr1:1395000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
DYRK1A:chr1:1395000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PARP14:chr1:1400000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PARP14:chr1:1400000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
IFI16:chr1:1405000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
IFI16:chr1:1405000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
GLS:chr1:1410000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
GLS:chr1:1410000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
AGTPBP1:chr1:1415000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
AGTPBP1:chr1:1415000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SPIDR:chr1:1420000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
SPIDR:chr1:1420000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FNBP4:chr1:1425000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
FNBP4:chr1:1425000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SLC25A6:chr1:1430000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
SLC25A6:chr1:1430000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CAMK1D:chr1:1435000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CAMK1D:chr1:1435000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CCDC91:chr1:1440000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CCDC91:chr1:1440000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PRPF4B:chr1:1445000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PRPF4B:chr1:1445000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
EPB41:chr1:1450000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
EPB41:chr1:1450000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NDFIP1:chr1:1455000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
NDFIP1:chr1:1455000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SEPTIN7:chr1:1460000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
SEPTIN7:chr1:1460000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
MTDH:chr1:1465000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
MTDH:chr1:1465000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
GNAQ:chr1:1470000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
GNAQ:chr1:1470000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
TLE4:chr1:1475000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
TLE4:chr1:1475000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CELF1:chr1:1480000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CELF1:chr1:1480000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ZCCHC7:chr1:1485000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
ZCCHC7:chr1:1485000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PHIP:chr1:1490000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PHIP:chr1:1490000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
GIMAP7:chr1:1495000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
GIMAP7:chr1:1495000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
HNRNPK:chr1:1500000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
HNRNPK:chr1:1500000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RBMS1:chr1:1505000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
RBMS1:chr1:1505000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
MSN:chr1:1510000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
MSN:chr1:1510000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FRYL:chr1:1515000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
FRYL:chr1:1515000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RSRP1:chr1:1520000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
RSRP1:chr1:1520000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ATP11B:chr1:1525000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
ATP11B:chr1:1525000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PPP6R3:chr1:1530000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
PPP6R3:chr1:1530000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CCDC88C:chr1:1535000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
CCDC88C:chr1:1535000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
UBE2D3:chr1:1540000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
UBE2D3:chr1:1540000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NLRP1:chr1:1545000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
NLRP1:chr1:1545000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FCHSD2:chr1:1550000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
FCHSD2:chr1:1550000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
IL32:chr1:1555000_chr1:1307786-1308731_distal_250kb	1.0	chromatin_primed	low	
IL32:chr1:1555000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NCOA3:chr1:1560000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ESYT2:chr1:1565000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PUM2:chr1:1570000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
XRN1:chr1:1575000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SKAP1:chr1:1580000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
TTC17:chr1:1585000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ETV6:chr1:1590000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
STAT3:chr1:1595000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ADD3:chr1:1600000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FBXW7:chr1:1605000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SORL1:chr1:1610000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
DENND4A:chr1:1615000_chr1:1615081-1615893_promoter	1.0	null	low	
KDM4C:chr1:1620000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FAF1:chr1:1625000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PPP3CA:chr1:1630000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
LCP2:chr1:1635000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
XRCC5:chr1:1640000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RICTOR:chr1:1645000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CYTIP:chr1:1650000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ARL15:chr1:1655000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ATP2B1:chr1:1660000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CDKAL1:chr1:1665000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
VTI1A:chr1:1670000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ANKRD17:chr1:1675000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
MBD5:chr1:1680000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SRPK2:chr1:1685000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ARHGEF3:chr1:1690000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
TOP1:chr1:1695000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
CAST:chr1:1700000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PRKCH:chr1:1705000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
HSPA8:chr1:1710000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SF3B1:chr1:1715000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
GRB2:chr1:1720000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
BBX:chr1:1725000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SRSF7:chr1:1730000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
EPC1:chr1:1735000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RNF149:chr1:1740000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SEMA4D:chr1:1745000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
LINC01578:chr1:1750000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
YWHAB:chr1:1755000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
GMFG:chr1:1760000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NCOA1:chr1:1765000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
INPP5D:chr1:1770000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
TRA2A:chr1:1775000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ITGB2:chr1:1780000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
COG5:chr1:1785000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ARHGAP26:chr1:1790000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ERBIN:chr1:1795000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
FLI1:chr1:1800000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ARGLU1:chr1:1805000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
HSP90AB1:chr1:1810000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RCSD1:chr1:1815000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
RPL36AL:chr1:1820000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ANKHD1:chr1:1825000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
SAT1:chr1:1830000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
LTB:chr1:1835000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
NR3C1:chr1:1840000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
AC079793.1:chr1:1845000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
HNRNPU:chr1:1850000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PDE7A:chr1:1855000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
LRBA:chr1:1860000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
PIK3R5:chr1:1865000_chr1:1615081-1615893_distal_250kb	1.0	null	low	
ACTR2:chr1:1980000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
FAM172A:chr1:1985000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
BPTF:chr1:1990000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ATRX:chr1:1995000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ROCK1:chr1:2000000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ARPC2:chr1:2005000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SP110:chr1:2010000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
GLG1:chr1:2015000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SF1:chr1:2020000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PPP2R5C:chr1:2025000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TCF12:chr1:2030000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
OSBPL8:chr1:2035000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
NCOA2:chr1:2040000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
NKTR:chr1:2045000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
WIPF1:chr1:2050000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
STAG1:chr1:2055000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
MAP4K4:chr1:2060000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CALM2:chr1:2065000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PPP1R12A:chr1:2070000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
LUC7L3:chr1:2075000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
AOAH:chr1:2080000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
COX7C:chr1:2085000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
NAP1L1:chr1:2090000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
UBAC2:chr1:2095000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CHD2:chr1:2100000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
EIF4A1:chr1:2105000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
EXOC4:chr1:2110000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
LPP:chr1:2115000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
DUSP1:chr1:2120000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
LYZ:chr1:2125000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TOMM7:chr1:2130000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
OAZ1:chr1:2135000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PIAS1:chr1:2140000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
RERE:chr1:2145000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CD53:chr1:2150000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
HNRNPA1:chr1:2155000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PACS1:chr1:2160000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
NCOR1:chr1:2165000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
FUS:chr1:2170000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ACAP2:chr1:2175000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
STAT1:chr1:2180000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CCNL1:chr1:2185000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TGFBR2:chr1:2190000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ITGA4:chr1:2195000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
COX4I1:chr1:2200000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
IQGAP2:chr1:2205000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SH3BGRL3:chr1:2210000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PICALM:chr1:2215000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
COP1:chr1:2220000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CHST11:chr1:2225000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PFDN5:chr1:2230000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SRSF5:chr1:2235000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
AKAP9:chr1:2240000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
MYL12A:chr1:2245000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PIP4K2A:chr1:2250000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SCAF11:chr1:2255000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TCF25:chr1:2260000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TBC1D5:chr1:2265000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
JUN:chr1:2270000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
LAPTM5:chr1:2275000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
EML4:chr1:2280000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
KANSL1:chr1:2285000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CTSS:chr1:2290000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
VPS13C:chr1:2295000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
NOP53:chr1:2300000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TNFAIP8:chr1:2305000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
IRF1:chr1:2310000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
EEF2:chr1:2315000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TBC1D22A:chr1:2320000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
MBP:chr1:2325000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ARPC1B:chr1:2330000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ITM2B:chr1:2335000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
LCP1:chr1:2340000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
MYH9:chr1:2345000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
USP34:chr1:2350000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PLCL2:chr1:2355000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
HNRNPC:chr1:2360000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
USP3:chr1:2365000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
STK10:chr1:2370000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
YWHAZ:chr1:2375000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
FAM49B:chr1:2380000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SH3KBP1:chr1:2385000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
TAOK3:chr1:2390000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
EEF1B2:chr1:2395000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CCND3:chr1:2400000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PNISR:chr1:2405000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SRSF11:chr1:2410000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
VPS13B:chr1:2415000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PAN3:chr1:2420000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ASH1L:chr1:2425000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PPIA:chr1:2430000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
KLF6:chr1:2435000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
RAP1B:chr1:2440000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
KMT2E:chr1:2445000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
SIK3:chr1:2450000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
AAK1:chr1:2455000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
CAPZB:chr1:2460000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ATM:chr1:2465000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
ARID4B:chr1:2470000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
PARP8:chr1:2475000_chr1:2227386-2228299_distal_250kb	1.0	null	low	
RPL7:chr1:2995000_chr14:81220663-81221541_external	1.0	chromatin_primed	low	
XRN1:chr1:1575000_chr19:41859497-41860387_external	1.0	chromatin_primed	low	
ANKRD44:chr1:3165000_chr16:9090972-9091894_external	1.0	chromatin_primed	low	
ARHGAP25:chr1:1305000_chr16:53502986-53503900_external	1.0	chromatin_primed	low	
RACK1:chr1:2780000_chr8:25458286-25459168_external	1.0	chromatin_primed	low	
CD44:chr1:2715000_chr19:10960416-10961319_external	1.0	chromatin_primed	low	
FNBP4:chr1:1425000_chr1:1307786-1308731_external	1.0	chromatin_primed	low	
UTRN:chr1:2905000_chr19:49495755-49496659_external	1.0	chromatin_primed	low	
TBC1D5:chr1:2265000_chr7:44082168-44083093_external	1.0	chromatin_primed	low	
BBX:chr1:1725000_chr4:152535836-152536698_external	1.0	chromatin_primed	low	
