event_id	context	z_atac	z_rna	z_rna_given_atac	quality_score	atac_fdr	rna_fdr	atac_direction	rna_direction	atac_pval	rna_pval	rna_after_atac_pval
FOXO1:chr1:1110000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.2603672648307009	-0.37183013592278435	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.7977079447966113	0.7100193246217159
DDX21:chr1:1115000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.06874455832669377	0.12145888592858085	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9459950789344641	0.9033275778272609
TAPBP:chr1:1120000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.050195248649862585	0.06981240339432856	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9605518538052238	0.9443429747855848
ATG7:chr1:1125000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.12620818493297883	0.12234932538398707	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9010477857644159	0.9026223693861223
MCL1:chr1:1130000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.32460814929462	0.34962671421278824	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.7494379112559347	0.726618859720033
EIF3A:chr1:1135000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.055137360895539146	0.14995724391148008	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9566718558505884	0.8807983481540592
MEF2A:chr1:1140000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.017780766323812758	0.1918239725184112	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9860207686955564	0.8478800923091931
ACTR3:chr1:1145000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.09702558470595955	0.08851112921915455	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9238407908899907	0.929470439219012
PUM1:chr1:1150000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.17244146617684392	-0.12256357822644828	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8651267751398801	0.9024526972983977
PIK3CD:chr1:1155000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.17763925103522576	-0.2607326722622276	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8611057515460985	0.7942986684603222
TPM3:chr1:1160000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.03236446418355207	0.3367077577625619	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.974558354475656	0.7363372146788696
ZNF638:chr1:1165000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.09750322981768456	-0.29952054691797825	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9234671212175656	0.7645428970379657
ITFG1:chr1:1170000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.26900933710654623	0.31152075574160537	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.7911600978502775	0.7554047665326435
RAP1A:chr1:1175000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.061291223416856125	0.08210365293922235	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9518421018370824	0.9345642883086057
WASF2:chr1:1180000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.047237653364298124	-0.03293825831788524	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9628743231666986	0.9737238236113323
ADK:chr1:1185000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.06961429996835418	-0.18766859044781423	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9453129804293657	0.8511364539356815
RBM6:chr1:1190000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.02428429451056912	0.017061741907072332	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9809086190897642	0.986387360001955
BAZ1A:chr1:1195000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.17991022976529739	0.06581123830904331	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8593501394671165	0.9475281087585796
ITPR2:chr1:1200000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.21721481354072425	0.10140355378581085	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.830626512807972	0.9192301155046912
ARPC3:chr1:1205000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.00635993222399218	0.22691451302034815	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9949995805758072	0.820490216636131
PCM1:chr1:1210000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.008038305922456489	-0.05532315242948793	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9936800066028151	0.9558810174381192
MAP3K1:chr1:1215000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.008120177444784731	0.09064250200533211	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9936156378782599	0.9277766591992761
SEPTIN6:chr1:1220000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.4102390071710298	-0.6029769494176105	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.6867544130550445	0.5465240236645477
KLF12:chr1:1225000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.3847899826568495	-0.5085690141106793	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.7051644401663243	0.6110543528354726
HLA-F:chr1:1230000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.15219214254168006	-0.10925334376454618	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8808270406129579	0.9130015512816412
PAG1:chr1:1235000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.1781990572708826	-0.2721145954339935	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8606729155697713	0.7855339073195886
TRAPPC9:chr1:1240000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.1436795246177118	0.006703910857866263	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.88744296079891	0.9946510930950107
STAG2:chr1:1245000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.01652708972020594	0.0454458271384158	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9870063101163182	0.9637519539243833
ST6GAL1:chr1:1250000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.34882401416651565	-0.4049204619496859	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.7315043716419427	0.6855359770851729
HLA-DRA:chr1:1255000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.18376487649370485	0.11781854636334786	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8563719903621025	0.9062114340257106
KTN1:chr1:1260000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.11608736377501529	-0.1662004610462906	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9089436165141206	0.8679991966313255
EMP3:chr1:1265000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.020895367432682527	0.26987956635099414	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9835724197556788	0.7872529077659834
UVRAG:chr1:1270000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.07437456650221465	-0.1976928178712154	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9415805102873578	0.8432854093257457
CCNY:chr1:1275000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.1093112418469372	0.15926272324961432	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9142355969528624	0.8734618883928998
NFKB1:chr1:1280000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.01679919359211614	0.08622637406953372	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9867924016731562	0.9312864653060897
FOSB:chr1:1285000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.061065767348012445	0.19500743302748047	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9520190143376864	0.8453871286199145
PRMT2:chr1:1290000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.060209759989665455	-0.05207868331347421	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.952690735788736	0.9584659981642296
ANXA1:chr1:1295000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.34644914241656344	0.7554328103955692	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.7332562713286029	0.4499893327622746
USP25:chr1:1300000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.13413707777843983	0.29309412528564543	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8948694092532592	0.7694502070419251
ARHGAP25:chr1:1305000_chr1:1307786-1308731_distal_250kb		2.979017211469808	3.4720373418843513	1.6760820050360596	0.8714449842953518	0.024925852220150254	0.5787152782889806	1	1	0.008422987777361491	0.0029155125414537615	0.09372213099079063
RAPGEF6:chr1:1310000_chr1:1307786-1308731_promoter		2.979017211469808	0.009358744940056608	-0.3383933382462467	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9926418617270572	0.7350667936536999
CUX1:chr1:1315000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.25822756838506233	0.09127223325424658	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.7993315516412443	0.927276280530694
SMG1:chr1:1320000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.14812728356220628	-0.12122128901228754	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8839851082028715	0.9035157622672108
GNAI2:chr1:1325000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.4121861513772483	0.4299035387787019	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.6853539599025398	0.6672658111622525
JARID2:chr1:1330000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.00584766443703818	0.2507019567584755	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9954023398243392	0.8020445477122179
DOCK11:chr1:1335000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.02379028800453998	0.1529285588936286	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9812969096799731	0.878454614066287
AP3B1:chr1:1340000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.08321561925323714	0.2264654587040557	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9346521206751455	0.820839421347813
TMA7:chr1:1345000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.08920224838039291	-0.0008027333049365663	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9299636594573631	0.9993595115583352
WAC:chr1:1350000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.12796113036090032	0.024296138238095403	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8996812726249068	0.9806163934628118
AHNAK:chr1:1355000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.0700923852867922	0.44600585341270854	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.944938058611112	0.655593017735395
PRKCA:chr1:1360000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.11204164986115459	-0.29492759226106696	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.912102703758064	0.7680491933735608
PCNX1:chr1:1365000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.0012810535336134263	-0.2222473423181892	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9989927803289643	0.8241213416873108
CAMK2D:chr1:1370000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.2916705083727424	0.3223251020583988	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.7740677163901031	0.747206418369444
CAMK2D:chr1:1370000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.2916705083727424	0.2921467464906329	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.7740677163901031	0.7701744263522675
NLRC5:chr1:1375000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.12881120222582468	-0.06964687253208092	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8990187133653585	0.9444747286068991
NLRC5:chr1:1375000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.12881120222582468	0.11716196074664202	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.8990187133653585	0.9067317101864302
CREBBP:chr1:1380000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.139625819906727	-0.15879559914049926	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8905964990406731	0.8738299161941077
CREBBP:chr1:1380000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.139625819906727	-0.1149049076138176	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.8905964990406731	0.9085204951497615
SIPA1L1:chr1:1385000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.4637221322409303	0.6132961250800321	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.6487291169351241	0.5396805550767266
SIPA1L1:chr1:1385000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.4637221322409303	0.572321441148915	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.6487291169351241	0.5671042264911149
WSB1:chr1:1390000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.05377548826170917	-0.05348991569691004	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9577409396120935	0.9573415652560796
WSB1:chr1:1390000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.05377548826170917	0.0062900452033474484	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9577409396120935	0.9949813031393652
DYRK1A:chr1:1395000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.09326819797420093	-0.0824225850628552	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9267808886729446	0.9343106768680021
DYRK1A:chr1:1395000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.09326819797420093	-0.11610002173624397	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9267808886729446	0.907573271588268
PARP14:chr1:1400000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.19553119230037258	0.32554468670851444	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8472951575648127	0.7447688676943378
PARP14:chr1:1400000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.19553119230037258	0.249877009014995	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.8472951575648127	0.8026824634813001
IFI16:chr1:1405000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.008774789847812759	0.14316645623787175	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9931009726110334	0.8861587209225454
IFI16:chr1:1405000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.008774789847812759	0.076249134204571	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9931009726110334	0.9392208929920144
GLS:chr1:1410000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.054404553880002406	-0.02481530559821857	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9572471063254926	0.9802022827161381
GLS:chr1:1410000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.054404553880002406	-0.03318129355242856	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9572471063254926	0.973530015490555
AGTPBP1:chr1:1415000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.20016750730953903	0.5001085391069483	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8437245687545143	0.616998653813572
AGTPBP1:chr1:1415000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.20016750730953903	0.3554493591705427	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.8437245687545143	0.7222529765652599
SPIDR:chr1:1420000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.004194362403022401	0.2548388862533104	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9967022202299465	0.7988475396829255
SPIDR:chr1:1420000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.004194362403022401	0.08278596023925555	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9967022202299465	0.9340217329097315
FNBP4:chr1:1425000_chr1:1307786-1308731_distal_250kb		2.979017211469808	3.119979818841771	1.3049413961428775	0.8714449842953518	0.024925852220150254	0.5787152782889806	1	1	0.008422987777361491	0.006231821471891367	0.19191280388878673
FNBP4:chr1:1425000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	3.119979818841771	2.882053926305849	0.8714449842953518	0.9723883438463526	0.5787152782889806	1	1	0.9723883438463526	0.006231821471891367	0.00395092109880527
SLC25A6:chr1:1430000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.07810872313785744	0.04827645329742193	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9386535754043661	0.9614959202146407
SLC25A6:chr1:1430000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.07810872313785744	-0.006791838364861582	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9386535754043661	0.9945809386919486
CAMK1D:chr1:1435000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.0068717831093969	0.23879787716536932	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9945971504945632	0.8112623163957638
CAMK1D:chr1:1435000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.0068717831093969	0.10914617276243063	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9945971504945632	0.9130865530501849
CCDC91:chr1:1440000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.009097667032605233	-0.16741548420655614	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9928471232694095	0.8670431424798699
CCDC91:chr1:1440000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.009097667032605233	0.0303862186831239	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9928471232694095	0.9757590356793788
PRPF4B:chr1:1445000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.24720670166982778	-0.3449198138686256	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8077090445126787	0.7301546543593072
PRPF4B:chr1:1445000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.24720670166982778	-0.28214531140385785	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.8077090445126787	0.7778320904835858
EPB41:chr1:1450000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.02060316416142389	-0.18113984860828117	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.983802110307458	0.8562578072558997
EPB41:chr1:1450000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.02060316416142389	-0.15339142721654142	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.983802110307458	0.878089604975046
NDFIP1:chr1:1455000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.0033043903118635948	-0.30050439098735365	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9974019497340969	0.7637924475920216
NDFIP1:chr1:1455000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.0033043903118635948	-0.15977103845122045	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9974019497340969	0.8730614389394251
SEPTIN7:chr1:1460000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.11050272801041788	0.005534377452097957	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9133047684520208	0.9955842282193517
SEPTIN7:chr1:1460000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.11050272801041788	-0.013014592923606648	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9133047684520208	0.9896161503773803
MTDH:chr1:1465000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.03323810750848683	-0.04106433400457713	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9738718492853181	0.9672446079478778
MTDH:chr1:1465000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.03323810750848683	0.07119823593035671	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9738718492853181	0.943239985379297
GNAQ:chr1:1470000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.2527943833599343	0.3908152844748555	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8034585016262337	0.6959337763470859
GNAQ:chr1:1470000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.2527943833599343	0.38200328519774074	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.8034585016262337	0.7024589278657041
TLE4:chr1:1475000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.054818664217677435	0.10910389464303825	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9569220284195974	0.9131200858544324
TLE4:chr1:1475000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.054818664217677435	0.10682171750627406	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9569220284195974	0.9149304179759985
CELF1:chr1:1480000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.23182085857657914	0.2568329113082395	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8194446773137336	0.7973077624906855
CELF1:chr1:1480000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.23182085857657914	0.2650537420246592	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.8194446773137336	0.7909680616731879
ZCCHC7:chr1:1485000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.11080197052025816	-0.29967926304340425	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9130710105980353	0.7644218177229649
ZCCHC7:chr1:1485000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.11080197052025816	-0.1797716337074486	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9130710105980353	0.8573318538004857
PHIP:chr1:1490000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.023947891756998064	-0.005131220665519612	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.9811730321298657	0.9959058962188173
PHIP:chr1:1490000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	0.023947891756998064	0.014965306105223265	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	1	0.9723883438463526	0.9811730321298657	0.9880598589990499
GIMAP7:chr1:1495000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.04576258315579297	-0.0878478752577719	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.9640327605913779	0.9299975858687324
GIMAP7:chr1:1495000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.04576258315579297	-0.17000037850617727	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.9640327605913779	0.8650098389782807
HNRNPK:chr1:1500000_chr1:1307786-1308731_distal_250kb		2.979017211469808	-0.16331755449476523	-0.0015710852322541324	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	-1	0.008422987777361491	0.8721942125370974	0.9987464558651681
HNRNPK:chr1:1500000_chr1:1615081-1615893_distal_250kb		0.035126102330431695	-0.16331755449476523	-0.09370910527780395	0.8714449842953518	0.9723883438463526	0.9999455679334293	1	-1	0.9723883438463526	0.8721942125370974	0.9253402371433403
RBMS1:chr1:1505000_chr1:1307786-1308731_distal_250kb		2.979017211469808	0.13812557084077218	0.2654437507614558	0.8714449842953518	0.024925852220150254	0.9999455679334293	1	1	0.008422987777361491	0.8917640840975263	0.7906676363142249
