event_id	tf_name	peak_id	gene	context	atac_coef	atac_se	atac_pval	atac_fdr	atac_direction	rna_coef	rna_se	rna_pval	rna_fdr	rna_direction	rna_after_atac_coef	rna_after_atac_se	rna_after_atac_pval	rna_after_atac_fdr	state	state_confidence	quality_score	artifact_risk	artifact_reason	event_pval	event_fdr
FOXO1:chr1:1110000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	FOXO1:chr1:1110000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.13109296825511502	0.5034925121649062	0.7977079447966113	0.9999455679334293	-1	-0.4023725897384862	1.0821408779573596	0.7100193246217159	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
DDX21:chr1:1115000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	DDX21:chr1:1115000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.03461797587992094	0.5035740533149756	0.9459950789344641	0.9999455679334293	-1	0.13156227287705935	1.0831835964181278	0.9033275778272609	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
TAPBP:chr1:1120000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	TAPBP:chr1:1120000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.025281815106961203	0.5036694863953107	0.9605518538052238	0.9999455679334293	1	0.07565222832105567	1.083650248992882	0.9443429747855848	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ATG7:chr1:1125000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ATG7:chr1:1125000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.06350516940362261	0.503177899573995	0.9010477857644159	0.9999455679334293	-1	0.132068291708622	1.0794362068947454	0.9026223693861223	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
MCL1:chr1:1130000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	MCL1:chr1:1130000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.16343604790964028	0.5034871991500832	0.7494379112559347	0.9999455679334293	1	0.37823448892295364	1.0818237667409885	0.726618859720033	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
EIF3A:chr1:1135000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	EIF3A:chr1:1135000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.02776925170174782	0.503637665109838	0.9566718558505884	0.9999455679334293	1	0.16247944251928326	1.0835051264025302	0.8807983481540592	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
MEF2A:chr1:1140000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	MEF2A:chr1:1140000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.008950032972389277	0.5033547378890533	0.9860207686955564	0.9999455679334293	1	0.20736059298190335	1.080994154481922	0.8478800923091931	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ACTR3:chr1:1145000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ACTR3:chr1:1145000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.048857070216991205	0.5035483204255329	0.9238407908899907	0.9999455679334293	1	0.09580854364274183	1.0824462922116698	0.929470439219012	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PUM1:chr1:1150000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PUM1:chr1:1150000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.08686312959973541	0.5037253018404207	0.8651267751398801	0.9999455679334293	1	-0.13280662757121475	1.083573354278556	0.9024526972983977	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PIK3CD:chr1:1155000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PIK3CD:chr1:1155000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.08945514088458506	0.5035775616214806	0.8611057515460985	0.9999455679334293	-1	-0.28233710487464436	1.0828604732386145	0.7942986684603222	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
TPM3:chr1:1160000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	TPM3:chr1:1160000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.016295342148491654	0.5034948842679466	0.974558354475656	0.9999455679334293	1	0.3645475453222906	1.0826823466876003	0.7363372146788696	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ZNF638:chr1:1165000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ZNF638:chr1:1165000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.04910780738540188	0.5036531351548623	0.9234671212175656	0.9999455679334293	-1	-0.32448868493551175	1.0833603513163017	0.7645428970379657	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ITFG1:chr1:1170000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ITFG1:chr1:1170000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.13542002814246767	0.5034027056422655	0.7911600978502775	0.9999455679334293	1	0.33678826318965616	1.0811101892324928	0.7554047665326435	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
RAP1A:chr1:1175000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	RAP1A:chr1:1175000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.030859996903728926	0.5034978123024691	0.9518421018370824	0.9999455679334293	-1	0.08886463446875781	1.0823469028173485	0.9345642883086057	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
WASF2:chr1:1180000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	WASF2:chr1:1180000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.02378704214133548	0.503561046055551	0.9628743231666986	0.9999455679334293	1	-0.03565535812059517	1.0824906944528565	0.9737238236113323	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ADK:chr1:1185000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ADK:chr1:1185000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.03503949784476201	0.5033376455798672	0.9453129804293657	0.9999455679334293	-1	-0.20277895648627098	1.0805162227861382	0.8511364539356815	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
RBM6:chr1:1190000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	RBM6:chr1:1190000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.01222753111433561	0.5035160115116332	0.9809086190897642	0.9999455679334293	1	0.018464282597053794	1.0822038393043614	0.986387360001955	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
BAZ1A:chr1:1195000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	BAZ1A:chr1:1195000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.09057861156367775	0.503465598825828	0.8593501394671165	0.9999455679334293	1	0.07117348487525521	1.0814791926727059	0.9475281087585796	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ITPR2:chr1:1200000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ITPR2:chr1:1200000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.10936369801328949	0.5034817664163848	0.830626512807972	0.9999455679334293	1	0.10967740607245324	1.0815933167797924	0.9192301155046912	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ARPC3:chr1:1205000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ARPC3:chr1:1205000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.003202536113234511	0.5035487801510333	0.9949995805758072	0.9999455679334293	1	0.24574702509800206	1.0829938633143537	0.820490216636131	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PCM1:chr1:1210000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PCM1:chr1:1210000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.00404832577293085	0.5036292238668232	0.9936800066028151	0.9999455679334293	-1	-0.05992680139203088	1.0832137859173974	0.9558810174381192	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
MAP3K1:chr1:1215000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	MAP3K1:chr1:1215000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.0040877871227937845	0.503411058513162	0.9936156378782599	0.9999455679334293	1	0.09801890495095789	1.081379074743456	0.9277766591992761	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
SEPTIN6:chr1:1220000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	SEPTIN6:chr1:1220000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.20656089319562027	0.5035135362189107	0.6867544130550445	0.9999455679334293	-1	-0.6527143576522432	1.0824864172381248	0.5465240236645477	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
KLF12:chr1:1225000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	KLF12:chr1:1225000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.1936546401538256	0.5032736008788571	0.7051644401663243	0.9999455679334293	-1	-0.5493469586025981	1.080181732194648	0.6110543528354726	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
HLA-F:chr1:1230000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	HLA-F:chr1:1230000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.07665792538325877	0.5036917419193627	0.8808270406129579	0.9999455679334293	-1	-0.11843849850187183	1.0840720697493775	0.9130015512816412	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PAG1:chr1:1235000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PAG1:chr1:1235000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.08971716599281099	0.5034659967725352	0.8606729155697713	0.9999455679334293	-1	-0.29437598355426764	1.081808872048078	0.7855339073195886	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
TRAPPC9:chr1:1240000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	TRAPPC9:chr1:1240000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.07233616786293218	0.5034549498642695	0.88744296079891	0.9999455679334293	1	0.0072494927831210365	1.081382634229779	0.9946510930950107	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
STAG2:chr1:1245000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	STAG2:chr1:1245000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.008324240924057202	0.5036725197830824	0.9870063101163182	0.9999455679334293	1	0.049250671614952335	1.0837226367329171	0.9637519539243833	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ST6GAL1:chr1:1250000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ST6GAL1:chr1:1250000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.17559716496249256	0.5033975811042326	0.7315043716419427	0.9999455679334293	-1	-0.4378642033707498	1.0813585494357096	0.6855359770851729	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
HLA-DRA:chr1:1255000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	HLA-DRA:chr1:1255000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.09241506361076535	0.5028984067797698	0.8563719903621025	0.9999455679334293	1	0.12682290138929453	1.0764256163726345	0.9062114340257106	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
KTN1:chr1:1260000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	KTN1:chr1:1260000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.058463668573757954	0.5036178501483096	0.9089436165141206	0.9999455679334293	-1	-0.18002942781782694	1.0832065487934155	0.8679991966313255	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
EMP3:chr1:1265000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	EMP3:chr1:1265000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.01052289641898324	0.5035994917478377	0.9835724197556788	0.9999455679334293	-1	0.2924770373831458	1.0837316857207422	0.7872529077659834	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
UVRAG:chr1:1270000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	UVRAG:chr1:1270000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.037434916575874555	0.50332954310073	0.9415805102873578	0.9999455679334293	-1	-0.21359616375650337	1.0804447326743454	0.8432854093257457	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
CCNY:chr1:1275000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	CCNY:chr1:1275000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.05503075760421594	0.5034318215986662	0.9142355969528624	0.9999455679334293	1	0.1722364094885489	1.0814609092084955	0.8734618883928998	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
NFKB1:chr1:1280000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	NFKB1:chr1:1280000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.008459727329079292	0.5035793702055699	0.9867924016731562	0.9999455679334293	1	0.09337704062527141	1.082928995135193	0.9312864653060897	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
FOSB:chr1:1285000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	FOSB:chr1:1285000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.030725187372022345	0.5031491244009133	0.9520190143376864	0.9999455679334293	-1	0.2104423492988614	1.0791503997142808	0.8453871286199145	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PRMT2:chr1:1290000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PRMT2:chr1:1290000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.030320127616681902	0.5035749622965798	0.952690735788736	0.9999455679334293	-1	-0.05639285911134717	1.08283957126767	0.9584659981642296	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ANXA1:chr1:1295000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ANXA1:chr1:1295000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.17423311852499868	0.5029110977434729	0.7332562713286029	0.9999455679334293	1	0.8135822512060058	1.0769750003047758	0.4499893327622746	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
USP25:chr1:1300000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	USP25:chr1:1300000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.06753353665204037	0.5034665863497377	0.8948694092532592	0.9999455679334293	1	0.3171292661925864	1.0820048538452167	0.7694502070419251	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
ARHGAP25:chr1:1305000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	ARHGAP25:chr1:1305000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	1.747133916676403	0.5032013612296563	0.0029155125414537615	0.5787152782889806	1	1.8043236666668763	1.0765127608586536	0.09372213099079063	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
RAPGEF6:chr1:1310000_chr1:1307786-1308731_promoter		chr1:1307786-1308731	RAPGEF6:chr1:1310000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.0047122943941886875	0.5035177712792955	0.9926418617270572	0.9999455679334293	1	-0.3661129272118573	1.0819152915635686	0.7350667936536999	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
CUX1:chr1:1315000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	CUX1:chr1:1315000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.12996875895720483	0.5033109352731803	0.7993315516412443	0.9999455679334293	1	0.09857338635576207	1.0799931462307657	0.927276280530694	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
SMG1:chr1:1320000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	SMG1:chr1:1320000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.07460619284418318	0.5036627355206457	0.8839851082028715	0.9999455679334293	1	-0.1312918461828223	1.0830758132716602	0.9035157622672108	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
GNAI2:chr1:1325000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	GNAI2:chr1:1325000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.2075146932380788	0.5034489697062955	0.6853539599025398	0.9999455679334293	1	0.4649120059394882	1.0814333077141924	0.6672658111622525	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
JARID2:chr1:1330000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	JARID2:chr1:1330000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.0029431919807040297	0.5033106828193352	0.9954023398243392	0.9999455679334293	-1	0.27094262243913936	1.0807359700832473	0.8020445477122179	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
DOCK11:chr1:1335000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	DOCK11:chr1:1335000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.01197899481512743	0.5035245816629643	0.9812969096799731	0.9999455679334293	1	0.16555040756625372	1.0825342811306056	0.878454614066287	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
AP3B1:chr1:1340000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	AP3B1:chr1:1340000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.04190233121275633	0.5035392584803279	0.9346521206751455	0.9999455679334293	1	0.24518618358637267	1.0826648133867565	0.820839421347813	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
TMA7:chr1:1345000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	TMA7:chr1:1345000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.0449236400961765	0.5036155580362135	0.9299636594573631	0.9999455679334293	-1	-0.0008696660478180185	1.0833810463199125	0.9993595115583352	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
WAC:chr1:1350000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	WAC:chr1:1350000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.06443565669346973	0.5035564824391285	0.8996812726249068	0.9999455679334293	1	0.026296901118570526	1.082349007931557	0.9806163934628118	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
AHNAK:chr1:1355000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	AHNAK:chr1:1355000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.03527408347715366	0.5032512923169203	0.944938058611112	0.9999455679334293	1	0.481871001605751	1.0804140751037519	0.655593017735395	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PRKCA:chr1:1360000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PRKCA:chr1:1360000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.056380581932112595	0.5032109220274882	0.912102703758064	0.9999455679334293	-1	-0.3183281704091845	1.0793434685738172	0.7680491933735608	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
PCNX1:chr1:1365000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	PCNX1:chr1:1365000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	-0.0006451229853090545	0.5035878426480562	0.9989927803289643	0.9999455679334293	-1	-0.2406128480023615	1.0826354344335807	0.8241213416873108	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
CAMK2D:chr1:1370000_chr1:1307786-1308731_distal_250kb		chr1:1307786-1308731	CAMK2D:chr1:1370000		1.4929075886611107	0.5011409745848798	0.008422987777361491	0.024925852220150254	1	0.14677611752059583	0.5032257746574167	0.7740677163901031	0.9999455679334293	1	0.34793800712012524	1.0794629549425718	0.747206418369444	0.9998219912180941	chromatin_primed	1.0	0.8714449842953518	low		0.008422987777361491	0.025350739912447205
CAMK2D:chr1:1370000_chr1:1615081-1615893_distal_250kb		chr1:1615081-1615893	CAMK2D:chr1:1370000		0.017608873446493756	0.5013045079937095	0.9723883438463526	0.9723883438463526	1	0.14677611752059583	0.5032257746574167	0.7740677163901031	0.9999455679334293	1	0.15881916214852987	0.5436280364451093	0.7701744263522675	0.9998219912180941	null	1.0	0.8714449842953518	low		1.0	1.0
