event_id	peak_id	gene	atac_coef	atac_se	atac_z	atac_fdr	rna_coef	rna_se	rna_z	rna_fdr
ITPR2:chr1:1200000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	ITPR2:chr1:1200000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.10936369801328949	0.5034817664163848	0.21721481354072425	0.9999455679334293
ARPC3:chr1:1205000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	ARPC3:chr1:1205000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.003202536113234511	0.5035487801510333	0.00635993222399218	0.9999455679334293
PCM1:chr1:1210000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PCM1:chr1:1210000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.00404832577293085	0.5036292238668232	-0.008038305922456489	0.9999455679334293
MAP3K1:chr1:1215000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	MAP3K1:chr1:1215000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.0040877871227937845	0.503411058513162	0.008120177444784731	0.9999455679334293
SEPTIN6:chr1:1220000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SEPTIN6:chr1:1220000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.20656089319562027	0.5035135362189107	-0.4102390071710298	0.9999455679334293
KLF12:chr1:1225000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	KLF12:chr1:1225000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.1936546401538256	0.5032736008788571	-0.3847899826568495	0.9999455679334293
HLA-F:chr1:1230000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	HLA-F:chr1:1230000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.07665792538325877	0.5036917419193627	-0.15219214254168006	0.9999455679334293
PAG1:chr1:1235000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PAG1:chr1:1235000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.08971716599281099	0.5034659967725352	-0.1781990572708826	0.9999455679334293
TRAPPC9:chr1:1240000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	TRAPPC9:chr1:1240000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.07233616786293218	0.5034549498642695	0.1436795246177118	0.9999455679334293
STAG2:chr1:1245000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	STAG2:chr1:1245000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.008324240924057202	0.5036725197830824	0.01652708972020594	0.9999455679334293
ST6GAL1:chr1:1250000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	ST6GAL1:chr1:1250000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.17559716496249256	0.5033975811042326	-0.34882401416651565	0.9999455679334293
HLA-DRA:chr1:1255000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	HLA-DRA:chr1:1255000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.09241506361076535	0.5028984067797698	0.18376487649370485	0.9999455679334293
KTN1:chr1:1260000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	KTN1:chr1:1260000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.058463668573757954	0.5036178501483096	-0.11608736377501529	0.9999455679334293
EMP3:chr1:1265000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	EMP3:chr1:1265000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.01052289641898324	0.5035994917478377	-0.020895367432682527	0.9999455679334293
UVRAG:chr1:1270000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	UVRAG:chr1:1270000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.037434916575874555	0.50332954310073	-0.07437456650221465	0.9999455679334293
CCNY:chr1:1275000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CCNY:chr1:1275000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.05503075760421594	0.5034318215986662	0.1093112418469372	0.9999455679334293
NFKB1:chr1:1280000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	NFKB1:chr1:1280000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.008459727329079292	0.5035793702055699	0.01679919359211614	0.9999455679334293
FOSB:chr1:1285000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	FOSB:chr1:1285000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.030725187372022345	0.5031491244009133	-0.061065767348012445	0.9999455679334293
PRMT2:chr1:1290000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PRMT2:chr1:1290000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.030320127616681902	0.5035749622965798	-0.060209759989665455	0.9999455679334293
ANXA1:chr1:1295000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	ANXA1:chr1:1295000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.17423311852499868	0.5029110977434729	0.34644914241656344	0.9999455679334293
USP25:chr1:1300000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	USP25:chr1:1300000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.06753353665204037	0.5034665863497377	0.13413707777843983	0.9999455679334293
ARHGAP25:chr1:1305000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	ARHGAP25:chr1:1305000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	1.747133916676403	0.5032013612296563	3.4720373418843513	0.5787152782889806
RAPGEF6:chr1:1310000_chr1:1307786-1308731_promoter	chr1:1307786-1308731	RAPGEF6:chr1:1310000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.0047122943941886875	0.5035177712792955	0.009358744940056608	0.9999455679334293
CUX1:chr1:1315000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CUX1:chr1:1315000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.12996875895720483	0.5033109352731803	0.25822756838506233	0.9999455679334293
SMG1:chr1:1320000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SMG1:chr1:1320000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.07460619284418318	0.5036627355206457	0.14812728356220628	0.9999455679334293
GNAI2:chr1:1325000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	GNAI2:chr1:1325000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.2075146932380788	0.5034489697062955	0.4121861513772483	0.9999455679334293
JARID2:chr1:1330000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	JARID2:chr1:1330000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.0029431919807040297	0.5033106828193352	-0.00584766443703818	0.9999455679334293
DOCK11:chr1:1335000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	DOCK11:chr1:1335000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.01197899481512743	0.5035245816629643	0.02379028800453998	0.9999455679334293
AP3B1:chr1:1340000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	AP3B1:chr1:1340000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.04190233121275633	0.5035392584803279	0.08321561925323714	0.9999455679334293
TMA7:chr1:1345000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	TMA7:chr1:1345000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.0449236400961765	0.5036155580362135	-0.08920224838039291	0.9999455679334293
WAC:chr1:1350000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	WAC:chr1:1350000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.06443565669346973	0.5035564824391285	0.12796113036090032	0.9999455679334293
AHNAK:chr1:1355000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	AHNAK:chr1:1355000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.03527408347715366	0.5032512923169203	0.0700923852867922	0.9999455679334293
PRKCA:chr1:1360000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PRKCA:chr1:1360000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.056380581932112595	0.5032109220274882	-0.11204164986115459	0.9999455679334293
PCNX1:chr1:1365000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PCNX1:chr1:1365000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.0006451229853090545	0.5035878426480562	-0.0012810535336134263	0.9999455679334293
CAMK2D:chr1:1370000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CAMK2D:chr1:1370000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.14677611752059583	0.5032257746574167	0.2916705083727424	0.9999455679334293
CAMK2D:chr1:1370000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	CAMK2D:chr1:1370000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.14677611752059583	0.5032257746574167	0.2916705083727424	0.9999455679334293
NLRC5:chr1:1375000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	NLRC5:chr1:1375000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.0648649181471716	0.5035658159098152	0.12881120222582468	0.9999455679334293
NLRC5:chr1:1375000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	NLRC5:chr1:1375000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.0648649181471716	0.5035658159098152	0.12881120222582468	0.9999455679334293
CREBBP:chr1:1380000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CREBBP:chr1:1380000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.07030877249303397	0.5035513670752423	-0.139625819906727	0.9999455679334293
CREBBP:chr1:1380000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	CREBBP:chr1:1380000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.07030877249303397	0.5035513670752423	-0.139625819906727	0.9999455679334293
SIPA1L1:chr1:1385000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SIPA1L1:chr1:1385000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.23331286901435	0.5031307604122086	0.4637221322409303	0.9999455679334293
SIPA1L1:chr1:1385000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	SIPA1L1:chr1:1385000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.23331286901435	0.5031307604122086	0.4637221322409303	0.9999455679334293
WSB1:chr1:1390000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	WSB1:chr1:1390000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.027067982848692662	0.5033516890997048	-0.05377548826170917	0.9999455679334293
WSB1:chr1:1390000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	WSB1:chr1:1390000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.027067982848692662	0.5033516890997048	-0.05377548826170917	0.9999455679334293
DYRK1A:chr1:1395000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	DYRK1A:chr1:1395000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.04697069427742445	0.5036088966832735	-0.09326819797420093	0.9999455679334293
DYRK1A:chr1:1395000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	DYRK1A:chr1:1395000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.04697069427742445	0.5036088966832735	-0.09326819797420093	0.9999455679334293
PARP14:chr1:1400000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PARP14:chr1:1400000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.09838893531421888	0.5031879269834095	0.19553119230037258	0.9999455679334293
PARP14:chr1:1400000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	PARP14:chr1:1400000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.09838893531421888	0.5031879269834095	0.19553119230037258	0.9999455679334293
IFI16:chr1:1405000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	IFI16:chr1:1405000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.004418452042009968	0.5035393574823139	-0.008774789847812759	0.9999455679334293
IFI16:chr1:1405000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	IFI16:chr1:1405000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.004418452042009968	0.5035393574823139	-0.008774789847812759	0.9999455679334293
GLS:chr1:1410000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	GLS:chr1:1410000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.027398422093963037	0.5036053076438135	-0.054404553880002406	0.9999455679334293
GLS:chr1:1410000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	GLS:chr1:1410000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.027398422093963037	0.5036053076438135	-0.054404553880002406	0.9999455679334293
AGTPBP1:chr1:1415000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	AGTPBP1:chr1:1415000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.10072766938947342	0.503216884415252	0.20016750730953903	0.9999455679334293
AGTPBP1:chr1:1415000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	AGTPBP1:chr1:1415000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.10072766938947342	0.503216884415252	0.20016750730953903	0.9999455679334293
SPIDR:chr1:1420000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SPIDR:chr1:1420000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.002110526914329225	0.5031818215823238	0.004194362403022401	0.9999455679334293
SPIDR:chr1:1420000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	SPIDR:chr1:1420000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.002110526914329225	0.5031818215823238	0.004194362403022401	0.9999455679334293
FNBP4:chr1:1425000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	FNBP4:chr1:1425000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	1.5699881451140412	0.5032045834504363	3.119979818841771	0.5787152782889806
FNBP4:chr1:1425000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	FNBP4:chr1:1425000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	1.5699881451140412	0.5032045834504363	3.119979818841771	0.5787152782889806
SLC25A6:chr1:1430000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SLC25A6:chr1:1430000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.03933042069619469	0.5035342931772004	-0.07810872313785744	0.9999455679334293
SLC25A6:chr1:1430000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	SLC25A6:chr1:1430000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.03933042069619469	0.5035342931772004	-0.07810872313785744	0.9999455679334293
CAMK1D:chr1:1435000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CAMK1D:chr1:1435000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.0034583173526533395	0.5032634612585812	0.0068717831093969	0.9999455679334293
CAMK1D:chr1:1435000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	CAMK1D:chr1:1435000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.0034583173526533395	0.5032634612585812	0.0068717831093969	0.9999455679334293
CCDC91:chr1:1440000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	CCDC91:chr1:1440000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.004580394131468046	0.5034690888391847	-0.009097667032605233	0.9999455679334293
CCDC91:chr1:1440000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	CCDC91:chr1:1440000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.004580394131468046	0.5034690888391847	-0.009097667032605233	0.9999455679334293
PRPF4B:chr1:1445000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	PRPF4B:chr1:1445000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	-0.12451343527549946	0.5036814715557392	-0.24720670166982778	0.9999455679334293
PRPF4B:chr1:1445000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	PRPF4B:chr1:1445000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	-0.12451343527549946	0.5036814715557392	-0.24720670166982778	0.9999455679334293
EPB41:chr1:1450000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	EPB41:chr1:1450000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.010371538591019469	0.5033954255647056	0.02060316416142389	0.9999455679334293
EPB41:chr1:1450000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	EPB41:chr1:1450000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.010371538591019469	0.5033954255647056	0.02060316416142389	0.9999455679334293
NDFIP1:chr1:1455000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	NDFIP1:chr1:1455000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.0016632541355711128	0.5033467534387844	0.0033043903118635948	0.9999455679334293
NDFIP1:chr1:1455000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	NDFIP1:chr1:1455000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.0016632541355711128	0.5033467534387844	0.0033043903118635948	0.9999455679334293
SEPTIN7:chr1:1460000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	SEPTIN7:chr1:1460000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.05565203026952681	0.5036258495290731	0.11050272801041788	0.9999455679334293
SEPTIN7:chr1:1460000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	SEPTIN7:chr1:1460000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.05565203026952681	0.5036258495290731	0.11050272801041788	0.9999455679334293
MTDH:chr1:1465000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	MTDH:chr1:1465000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.016734903443425764	0.503485447814764	0.03323810750848683	0.9999455679334293
MTDH:chr1:1465000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	MTDH:chr1:1465000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.016734903443425764	0.503485447814764	0.03323810750848683	0.9999455679334293
GNAQ:chr1:1470000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	GNAQ:chr1:1470000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.12718261509780393	0.5031069654610105	0.2527943833599343	0.9999455679334293
GNAQ:chr1:1470000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	GNAQ:chr1:1470000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.12718261509780393	0.5031069654610105	0.2527943833599343	0.9999455679334293
TLE4:chr1:1475000_chr1:1307786-1308731_distal_250kb	chr1:1307786-1308731	TLE4:chr1:1475000	1.4929075886611107	0.5011409745848798	2.979017211469808	0.024925852220150254	0.027596412444919005	0.5034127124173879	0.054818664217677435	0.9999455679334293
TLE4:chr1:1475000_chr1:1615081-1615893_distal_250kb	chr1:1615081-1615893	TLE4:chr1:1475000	0.017608873446493756	0.5013045079937095	0.035126102330431695	0.9723883438463526	0.027596412444919005	0.5034127124173879	0.054818664217677435	0.9999455679334293
